# 단어<TAB>뜻풀이 — 우리말샘 온라인 수집 결과(자동 생성 파일, 손으로 고치지 마세요).
# scripts/exportKoreanDictCorpus.mjs 가 .github/workflows/dictionary.yml 의
# refresh 잡(매주 월요일 + 수동 실행)에서 자동으로 다시 만들어 커밋합니다.
가동일지	사람이나 기계, 공장 설비 따위가 가동한 정황을 날마다 적어 놓는 책.
가두배추쌈	양배추를 데쳐서 물기를 없애고 싸 먹는 쌈.
가둑나무고엽나비	송충나빗과의 해충. 편 날개의 길이는 암컷이 11cm 수컷이 6.5cm 정도이며, 머리·가슴·배 부분은…
가둑나무노린재	참나무노린재’의 북한어.
가둑나무독나비	붉은매미나방’의 북한어.
가둑나무버섯병	가둑나무나 버드나무, 사과나무 따위의 껍질이 벗겨진 곳에 생기는 병. 안으로 점차 퍼지면서 나무를 썩게…
가둑나무좀나비	굴벌레나방’의 북한어.
가둑나무중독	집짐승이 봄철에 가둑나무 순을 너무 많이 먹어 일어나는 중독. 주로 소에게 많이 일어난다.
가둑나무털벌레	매미나방’의 북한어.
가둑누에	산누에’의 북한어.
가둑누에고름병	산누에의 몸에 검은 점이 생기고 살가죽이 터져서 고름이 나오는 병.
가둑누에고치	산누에고치’의 북한어.
가둑누에나비	산누에나방’의 북한어.
가둑누에림	산누에를 칠 수 있도록 가둑나무, 꽃버들, 자작나무 따위로 이루어 놓은 숲.
가둑밭	산누에를 치기 위하여 가둑나무를 심어 가꾸는 밭.
가둠	입자 또는 물질이 특정 영역을 벗어나지 못하는 현상. 플라스마에서는 전자기력에 의하여, 원자핵에서는…
가둠식물대기	논밭에 물을 가두어 두고, 물이 줄어든 만큼 물을 계속 보충하는 물대기 방법. 물을 절약하고 물의 온도를…
가듁	가죽나무’의 옛말.
가드닝	정원을 가꾸고 돌봄. 또는 그런 일.
가든	가든하다’의 어근. 2. 야구에서, 본루·1루·2루·3루를 연결한 선 뒤쪽의 파울 라인 안의 지역.
가든디자이너	실내외 정원을 조성하기 위하여 그 설계와 시공·관리를 담당하는 사람.
가딩	구기 종목에서, 상대 팀의 공격을 방어하는 일.
가뜩	분량이나 수효 따위가 어떤 범위나 한도에 꽉 찬 모양. ‘가득’보다 센 느낌을 준다. 2. 그러지 않아도…
가락기름	방추유’를 다듬은 말.
가락채찍벌레	원생동물의 하나. 윗부분은 원뿔형이고 앞뿔은 매우 길며 그 밑부분이 약간 구부러졌다. 뒤뿔은 구부러져…
가랄	가랄하다’의 어근.
가랍	갈대’의 방언
가랍다	가렵다’의 방언
가랏	가랒’의 방언 2. ‘강아지풀’의 방언&lt;DR /&gt; 제주 지역에서는 ‘랏’으로도 적는다.
가랑뎅이	가랑이’의 방언
가랑텡이	가랑이’의 방언
가랒	가라지’의 준말.
가래기름	가래나무 열매의 속살에서 빼낸 기름. 맛있고 양분이 많아 식용으로도 쓰이고 공업용으로도 널리 쓰인다.
가래줌	가래’의 방언
가랴쿠	일본 가마쿠라 시대 &lt;FL&gt;고다이고&lt;/FL&gt; 천황 때의 연호(1326~1329).
가럅다	가렵다’의 방언
가럭더리	&lt;현악 영산회상&gt;의 넷째 곡. 세 번째 가락을 덜어 만든 가장 빠른 곡이다. ⇒규범 표기는…
가럽다	가렵다’의 방언
가렁	가령’의 방언
가렝이	가래’의 방언
가려륵	사군자과의 낙엽 교목. 높이는 15~30미터이며, 잎은 길고 둥글다. 꽃은 수상(穗狀) 화서로 피고…
가려웁다	가렵다’의 방언
가렴	세금 따위를 가혹하게 거두어들임. 2. 갈대를 가늘게 쪼개어 엮은 발. 3. 조세를 정한 것보다 더…
가렴돋이	가려움 발진’의 북한어. ⇒규범 표기는 ‘가려움돋이’이다.
가렴증	가려움증’의 북한어.
가렵다	피부에 긁고 싶은 느낌이 있다. 2. 못 견딜 정도로 어떤 말을 하거나 어떤 일을 하고 싶은 느낌이 있다.
가로등	거리를 밝히는 등.
가로세로낱말퀴즈	바둑판 같은 바탕에 해답의 글자 수만큼 빈칸을 가로와 세로로 엇갈리게 배열해 놓고, 가로로 답을 하는…
가로셈	수를 더하거나 빼거나 곱하거나 나눌 때, 수를 가로로 배열해 놓고 하는 셈법.
가로자름면	횡단면’의 북한어.
가로주름	얼굴이나 사물의 좌우로 가로지른 주름.
가롭다	가렵다’의 방언
가뢰	가룃과의 곤충을 통틀어 이르는 말. 몸의 길이는 1~3cm이고 길쭉하며, 광택이 있는 검은색이다. 날개가…
가룝다	가렵다’의 방언&lt;DR /&gt; 제주 지역에서는 ‘룝다’로도 적는다.
가루거름	사람의 대변을 말려 가루 상태로 만든 거름.
가루기름	가루 상태로 만든 기름.
가루누룩	누룩을 빻아서 만든 가루.
가루룩	꽈르르’의 방언&lt;DR /&gt; 제주 지역에서는 ‘루룩’으로도 적는다.
가루봏는기계	덩이를 빻아서 가루를 내는 기계.
가룸마	가르마’의 방언
가룹다	가렵다’의 방언&lt;DR /&gt; 제주 지역에서는 ‘룹다’로도 적는다.
가률	가율’의 북한어. 2. 한집안에서 세워진 규율이나 기풍. ⇒규범 표기는 ‘가율’이다.
가르강튀아와팡타그뤼엘	프랑스의 작가 라블레가 쓴 익살스럽고 풍자적인 소설. 제2권인≪팡타그뤼엘…
가르릉	고양이나 돌고래 따위가 내는 소리.
가르미슈파르텐키르헨	독일 동남부, 알프스산 기슭에 있는 도시. 1935년에 가르미슈와 파르텐키르헨 두 도시가 합병하여 현재의…
가르킴	가르침’의 방언
가륵	거짓 갈비뼈’의 북한어. ‘가짜갈비뼈’로 다듬음.
가른매	가르마’의 방언
가른머리	가르마를 타서 빗은 머리.
가를	가루’의 방언&lt;DR /&gt; 제주 지역에서는 ‘를’로도 적는다.
가름능력	서로 가깝게 놓여 있는 두 개의 목표를 탐지기에서 갈라 볼 수 있는 능력. 전파 탐지기가 목표를 발견하고…
가름다시	성냥’의 방언
가름띠	가로로 대는 띠 모양의 좁은 나무 막대기.
가름마	가르마’의 방언 2. ‘가마’의 방언
가름막	할막’의 북한어. 2. ‘가로막’의 북한어.
가름막신경	가로막 신경’의 북한어.
가름막앉혀고름기	격막조태기’를 다듬은 말.
가름막압력계	격막식 게이지’의 북한어.
가름막전해	격막 전해’의 북한어.
가름막헤르니아	가로막 이탈’의 북한어.
가름매	가르마’의 방언
가름목다리	가로로 길게 건너 놓은 나무로 이어 놓은 다리.
가름바	가르마’의 방언
가름보	가로로 길게 올려 얹은 들보.
가름선	장식선’의 북한어. 2. ‘할선’의 북한어. 3. ‘세로줄’의 북한어.
가름소리	잇단음표’의 북한어.
가름쇠	무엇의 사이를 막기 위하여 가로로 길게 댄 쇠.
가름애자	정상적으로 전력을 공급하는 전차 선로와 중요한 때에만 전력을 보내는 전차 선로를 가르기 위하여 설치한 애자.
가름워즈마지막예언자	일본의 &lt;FL&gt;오시이 마모루&lt;/FL&gt;(押井守) 감독이 만든 영화. 2015년에…
가름재	두 지역이 갈라지는 갈림길에 있는 등성이나 고개.
가름짓다	옳고 그름이나 좋고 나쁨을 갈라놓거나 서로 겨루어 결정하다.
가름활	데타셰’의 북한어.
가릅다	간지럽다’의 방언&lt;DR /&gt; 제주 지역에서는 ‘릅다’로도 적는다. 2. ‘가렵다’의…
가릉	9~10세기 무렵에 지금의 인도네시아 자바의 중부 지역에 있었던 나라. 중국 당나라의 종속국이었으며 자주…
가리륵	사군자과의 낙엽 교목. 높이는 15~30미터이며, 잎은 길고 둥글다. 꽃은 수상(穗狀) 화서로 피고…
가리젱이	가랑이’의 방언
가리줌	가래’의 방언
가리킴대명사	지시 대명사’의 북한어.
가린줌어니	주릅’의 옛말.
가마가맣다	아주 가맣다.
가마무트름	가마무트름하다’의 어근.
가마솥	무쇠로 만든 커다란 솥.
가마솥밥	가마솥에 지은 밥.
가마후렁	가마 밑굽이 들어갈 만한 크기로 가마를 걸 수 있게 쌓아 올린 빈 공간.
가만히있으라	이승환 작사·작곡의 대중가요. 2015년에 발표된 이승환의 앨범에 수록되어 있다.
가맣다	밝고 엷게 검다. 2. 거리나 시간 따위가 아득하게 멀다. 3. 기억이나 아는 바가 전혀 없다.
가모뎀	유성 생식으로 증식하는 식물 집단 속에 있는 가장 기본적인 구조 단위. ⇒규범 표기는 미확정이다.
가무럼	가뭄’의 방언
가무룸	가뭄’의 방언
가무사리숲의느긋한나날	일본의 작가 미우라 시온이 지은 소설. 2009년에 출간되었다. ⇒규범 표기는 ‘카무사리 숲의 느긋한…
가무슥	조금 감은 듯한 모양.
가무슥하다	조금 감은 듯하다.
가무칙칙	가무칙칙하다’의 어근.
가뭄	오랫동안 계속하여 비가 내리지 않아 메마른 날씨.
가므름	가뭄’의 방언
가믄	가뭄’의 방언
가믈	가물’의 방언&lt;DR /&gt; 제주 지역에서는 ‘믈’로도 적는다.
가믈란	인도네시아의 전통 음악. 목제, 죽제, 금속제 따위의 타악기를 사용한 기악 합주로, 연극이나 춤의 반주에…
가믐	가뭄’의 방언&lt;DR /&gt; 제주 지역에서는 ‘믐’으로도 적는다.
가믓	경계가 되는 줄을 친 자국&lt;DR /&gt; 제주 지역에서는 ‘믓’으로도 적는다.
가밋가밋	빛깔이 군데군데 조금 산뜻하게 검은 듯한 모양.
가밋가밋하다	빛깔이 군데군데 조금 산뜻하게 검은 듯하다.
가바펜틴	간질에 사용하는 감마 아미노부티르산 유사체. ⇒규범 표기는 미확정이다.
가방	물건을 넣어 들고 다닐 수 있게 만든 용구.
가벱다	가볍다’의 방언
가벼웁다	가볍다’의 방언
가벼워진다는것	최서림의 시집. 2021년에 출간되었다.
가볍다	무게가 일반적이거나 기준이 되는 대상의 것보다 적다. 2. 비중이나 가치, 책임 따위가 낮거나 적다.…
가봅다	가볍다’의 방언
가부든지	진드기’의 방언
가붑다	가볍다’의 방언
가븐데	가운데’의 방언
가븨얍다	가볍다’의 옛말. 모음으로 시작하는 어미 앞에서는 ‘가븨 -’이나 ‘가븨야오-’로 나타난다.
가빕다	가볍다’의 방언
가뿍	가득하게 차 있는 모양. 2. ‘흠뻑’의 방언
가뿍가뿍	여러 그릇에 다 또는 매우 가득하게 차 있는 모양.
가뿍가뿍하다	여러 그릇에 다 또는 매우 가득하게 차 있다.
가뿍하다	가득하게 차 있다.
가뿐	가뿐하다’의 어근.
가뿟	가뿟하다’의 어근.
가쁘다	숨이 몹시 차다. 2. 힘에 겹다. 3. 몹시 급하거나 빠르다.
가살궂다	운수가 나쁘다
가상인터뷰	실제로 인터뷰하는 것이 아니라 인터뷰 형식을 빌려 상황을 가정하여 꾸며 낸 인터뷰.
가상캐릭터	인터넷상에서 사용자나 특정인을 상징하는 인물이나 동물 따위.
가상캐스팅	누리꾼들이 온라인상에서 제작이 예상되는 영화나 드라마의 배역을 미리 가정해 보는 일.
가상피팅	온라인 의류 쇼핑몰 따위의 가상 공간에서 옷을 입어 보는 일. 증강 현실이나 스리디(3D) 영상 따위의…
가상피팅룸	쇼핑몰 사업자가 증강 현실이나 스리디 영상 따위의 최첨단 정보 기술을 활용하여 인터넷상에 만든 피팅 룸.…
가상피팅서비스	증강 현실이나 스리디(3D) 영상 따위의 최첨단 정보 기술을 활용하여 가상 공간에서 옷을 입어 볼 수…
가새렴	가새염’의 북한어.
가셍이	가위’의 방언&lt;DR /&gt; 제주 지역에서는 ‘셍이’로도 적는다.
가셜	가령’의 옛말.
가소겐	숯을 불완전 연소 하여 만드는 연료 가스. 서유럽에서 가솔린의 대용품으로 개발하였다.
가소룹다	가소롭다’의 방언
가수	노래를 부르는 것을 직업으로 하는 사람.
가숩다	가소롭다’의 방언
가스맑히개	가스 청정기’의 북한어.
가스맑히기	가스 청정’의 북한어.
가스뷰레트	가스 뷰렛’의 북한어.
가스오븐	가스를 연료로 사용하는 오븐.
가스켓	실린더의 이음매나 파이프의 접합부 따위를 메우는 데 쓰는 얇은 판 모양의 패킹. ⇒규범 표기는…
가스콕	가스통이나 가스관 속에 있는 가스의 양과 압력을 조절하는 마개.
가스킷	실린더의 이음매나 파이프의 접합부 따위를 메우는 데 쓰는 얇은 판 모양의 패킹. ⇒규범 표기는…
가스톨디	조반니 자코모 가스톨디, 이탈리아의 작곡가(1550?~1622). 성…
가스통바슐라르	프랑스의 과학 철학자(1884~1962). 과학 정신에 입각한 동적인 철학을 나타내는 한편, 일상…
가스플레이션	가스 가격의 상승이 주된 원인이 되어 일어나는 인플레이션.
가슭	가을’의 방언
가슴	사람이나 동물의 몸통 앞쪽, 배 위의 부분.
가슴굽	가슴의 가장 밑부분.
가슴꺾쇠뼈마디	복장 빗장 관절’의 북한어.
가슴꺾쇠유양근	목 빗근’의 북한어.
가슴멈추기	가슴 트래핑’의 북한어.
가슴아픈사랑아	한준 외 3인 작사, 하준석 외 4인 작곡의 대중가요. 2022년에 발표된 하준석의 앨범에 수록되어 있다.
가슴앓이병	가슴앓잇병’의 북한어.
가슴앞넣기	체스트 슛’의 북한어.
가슴에묻어둔사람	박찬일 작사, 신동우 작곡의 대중가요. 1991년에 발표된 양수경의 앨범에 수록되어 있다.
가슴으로외쳐	김도훈·황성진 작사, 김도훈 작곡의 대중가요. 2008년에 발표된 먼데이 키즈의 앨범에 수록되어 있다.
가슴츠레	졸리거나 술에 취해서 눈이 흐리멍덩하며 거의 감길 듯한 모양. ‘거슴츠레’보다 작은 느낌을 준다.
가시강채찍벌레	원생동물의 하나. 세포의 배 쪽은 납작하게 눌려 있고 세로 홈은 상추부의 끝에서부터 하추부의 끝까지 뻗어…
가시골갑채찍벌레	원생동물의 하나. 상추부는 원뿔형이며 하추부에는 두 개의 뿔이 있다. 우리나라 동해에 분포한다.
가시깍지채찍벌레	유글레나류의 하나. 몸은 달걀 모양이거나 타원형이며, 누런 갈색 또는 어두운 갈색이다. 겉면에는 잔가시…
가시넙적채찍벌레	유글레나류의 하나. 몸은 작고 달걀 모양이며, 돌기는 꼬리 모양이고 짧다. 세로줄을 따라 잔가시가 줄지어…
가시덩굴여뀌	며느리밑씻개’의 북한어.
가시렵니까	조영민 작사·작곡의 대중가요. 1991년에 발표된 조영민의 앨범에 수록되어 있다.
가시물그릇	개수통’의 북한어.
가시물벼룩	벼룩의 하나. 몸이 아주 짧고 머리는 등 쪽으로 약하게 두드러졌다. 제일 촉각은 몸의 길이보다 두 마디…
가시바퀴	톱니바퀴’의 북한어.
가시볏이끼	볏이낏과의 이끼. 잎은 빽빽하게 겹치며 달걀 모양이고 두 갈래로 갈라진다. 갈래쪽은 좁고 긴 버들잎…
가시비늘바다지렁이	갯지렁이의 하나. 몸은 긴 타원형이고 35~45개의 마디로 되어 있다. 첫 쌍의 눈은 옆돌기 앞에 있다.…
가시쓴감초	콩과의 여러해살이풀. 줄기는 곧고 가지를 많이 치며 잎은 어긋나고 겹잎이다. 여름에 잎겨드랑이에서 연붉은…
가시얇은잎이끼	얇은잎이낏과의 이끼. 등 쪽은 삼각형 또는 달걀 모양이나 끝은 뾰족하며 배 쪽은 납작하고 끝은 뭉툭하며…
가시채찍벌레류	가시채찍벌레의 벌레류를 통틀어 이르는 말. 세포 꼭대기에 빈 방울이 있고 겉껍질이 복잡하게 패어 있을…
가싥	가을’의 방언
가압가스맑히기	가압 가스 정제’의 북한어.
가얌	개암’의 방언
가얎다	가엾다’의 방언
가얭이	가장자리’의 방언
가없다	가엾다’의 방언
가엾다	마음이 아플 만큼 불쌍하다.
가엾은하인리히	독일의 중세 시인 하르트만 폰아우에가 1195년경에 쓴 단편 서사시. 문둥병에 걸린 기사 하인리히가…
가오리티셔츠	가오리 소매가 달린 티셔츠.
가오슝	타이완 서남부에 있는 항구 도시. 타이완 제2의 무역항으로 남방 무역의 중심지이다. 쌀, 설탕, 바나나…
가욥다	가엾다’의 방언
가욹	가을’의 방언
가위발톱물벼룩	요각류의 하나. 암컷의 액각은 비교적 가늘고 길다. 마지막 가슴마디의 뒤 모서리는 젖꼭지 모양의 작은…
가윱다	가엾다’의 방언
가을감자	가을에 캐는 감자. 주로 늦감자를 이른다.
가을고추잠자리	잠자리의 하나. 수컷은 붉고 암컷은 누렇고, 가슴 양쪽에 검은 줄이 세 개 있다.
가을기운	가을을 느끼게 해 주는 기운. 또는 그 느낌.
가을길	가을철의 길.
가을나들이	가을을 맞이하러 잠시 외출함. 또는 그 외출.
가을나무살	추재’의 북한어.
가을나이	마흔 살 안팎의 나이를 비유적으로 이르는 말. 중년이나 장년에 이른 나이를 계절에 비유한 것이다.
가을날씨	가을철의 날씨.
가을냄새	김진태 작사, 투 트리플 엑스·김진태 작곡의 대중가요. 2014년에 발표된 버벌진트의 앨범에 수록되어 있다.
가을놀이	가을에 즐겨 하는 놀이. 또는 가을에 나들이하며 즐기는 놀이.
가을놓이	가을에 받기로 하고 외상으로 상품을 파는 일. 또는 그 상품. 2. 가을에 받기로 하고 빚을 놓는 일.…
가을도둑	독서를 하기 좋은 가을 날씨를 비유적으로 이르는 말.
가을떡갈나무숲	이준관(李準冠)이 지은 시. 1991년에 출간된 동명의 시집에 수록되어 있다.
가을락엽	가을에 시들어 떨어지는 나뭇잎. ⇒규범 표기는 ‘가을낙엽’이다. 2. 세력이나 힘이 다 없어져 버림을…
가을매미	가을철에 허물을 벗은 매미.
가을모	해초(海草)의 홀씨를 가을에 받아서 길러 내는 모. 다시마 모가 여기에 속하는데 9~10월에 홀씨를 붙여…
가을반밤	가을밤의 절반이 다 지나간 깊은 밤.
가을부채	능력을 인정받던 존재를 철이 지나 불필요해진 물건에 빗대어 이르는 말.
가을붙임	가을뿌림’의 북한어.
가을빚	예전에, 곡식을 거두어들이는 가을에 갚기로 하고 미리 얻던 빚.
가을산행	가을에 산길을 걸어감.
가을상품	가을에 주로 사용하는 물품.
가을소나타	1998년 공병태가 안무하여 발표한 작품. 아이엠에프(IMF) 여파로 직장에서 퇴출당한 아버지의 고통과…
가을소식	가을이 돌아왔음을 느끼게 하는 자연의 여러 가지 현상을 이르는 말.
가을손	가을걷이하는 손. 또는 그런 손놀림. 2. 가을걷이하는 데 드는 일손.
가을씨붙임	가을뿌림’의 북한어.
가읅	가을’의 방언
가이데릭	기둥이 넘어지지 않도록 버팀줄로 지지해서 물건을 오르내리고 이동시키는 기구. 크레인도 같은 용도로 쓰나…
가이딩	작업 치료를 할 때 치료자가 그들의 손과 신체를 직접 움직임으로써 환자가 기능적 활동을 수행할 수 있도록…
가이젠	생산과 관련된 모든 활동에 대해 좀 더 나은 방법을 찾아가는 일. 예를 들어 공장 작업자들이 중심이 되어…
가잖아	심현보 작사, 신승훈 작곡의 대중가요. 2000년에 발표된 신승훈의 앨범에 수록되어 있다.
가장빛나는순간은아직오지않았다	이청안이 지은 산문집. 2020년에 간행되었다.
가장예쁜손	한예찬 작사, 김혜선 작곡의 동요. 1998년에 발표되었다.
가장자리무늬좀모기	좀모깃과의 해충. 날개의 밑동에는 비교적 작은 흰무늬가 있으며, 안쪽에는 흰무늬가 제1경실의 밑동과…
가장푸른눈	미국의 작가 모리슨(Morrison, T.)이 쓴 장편 소설. 1970년에 발표되었다.
가재가노래하는곳	미국의 작가 &lt;FL&gt;오언스&lt;/FL&gt;(Owens, D.)가 지은 장편 소설.…
가제무릇	가재무릇’의 북한어.
가젤	솟과 가젤류에 속하는 영양을 통틀어 이르는 말. 2. 각 행의 압운(押韻)이 같은 두 행의 연구(連句)로…
가젱이	가지’의 방언
가져가	김태주·용준형 작사, 작곡의 대중가요. 2015년에 발표된 &lt;FL&gt;비스트&lt;/FL&gt;의…
가족사냥	일본의 작가 &lt;FL&gt;텐도 아라타&lt;/FL&gt;(天童荒太)가 지은 장편 소설. 2003년에…
가족텃밭	가족 구성원이 함께 가꾸어 나가는 밭.
가죠	일본 헤이안 시대 &lt;FL&gt;호리카와&lt;/FL&gt; 천황 때의 연호(1106~1108).…
가죽부츠	동물의 가죽 또는 가죽과 비슷한 재질을 이용하여 만든, 목이 긴 구두.
가죽재킷	동물의 가죽 또는 가죽과 비슷한 재질로 만든 재킷.
가죽팬츠	동물의 가죽 또는 가죽과 비슷한 재질을 이용하여 만든 바지.
가줍다	가깝다’의 방언
가즈럼	간지럼’의 방언
가즈럽다	가진 것도 없으면서 가진 체하며 뻐기는 티가 있다.
가지꽂기	가지꽂이’의 북한어.
가지랍다	가렵다’의 방언 2. ‘간지럽다’의 방언
가지묻기	휘묻이’의 북한어.
가지묻기법	휘묻이’의 북한어.
가지않은길	미국의 시인 프로스트가 쓴 서정시. 자신의 선택에 따라 경험하지 못한 다른 인생의 가능성을 숲속에 난…
가지잎괭이	가짓잎괭이’의 북한어.
가진게너무없는내남자	이승호 작사, 박해운 작곡의 대중가요. 2005년에 발표된 장윤정의 앨범에 수록되어 있다.
가질수없는너	강은경 작사, 정시로 작곡의 대중가요. 1995년에 발표된 뱅크의 앨범에 수록되어 있다.
가질수없어도	강은경 작사, 황세준 작곡의 대중가요. 2007년에 발표된 플라이 투 더 스카이의 앨범에 수록되어 있다.
